id_atribuicao,cpf,code_regiao,code_sexo,code_projeto
63346,564.970.813-48,2,2,AaC162
63347,246.719.538-46,2,2,AaC162
63348,180.967.532-40,2,2,AaC162
63349,139.285.670-12,2,2,AaC162
63350,071.683.542-80,2,2,AaC162
63351,057.162.493-61,2,2,AaC162
63352,042.863.917-87,2,2,AaC162
63353,705.289.346-00,1,1,AaC162
63354,632.150.489-06,1,1,AaC162
63355,574.698.210-58,1,1,AaC162
63356,516.327.049-43,1,1,AaC162
63357,470.268.351-90,1,1,AaC162
63358,413.879.265-19,1,1,AaC162
63359,375.246.189-64,1,1,AaC162
63360,306.784.259-65,1,1,AaC162
63361,231.568.947-37,1,1,AaC162
63362,950.631.827-12,1,2,AaC162
63363,935.741.260-34,1,2,AaC162
63364,927.086.435-92,1,2,AaC162
63365,609.537.824-92,1,2,AaC162
63366,562.710.489-94,1,2,AaC162
63367,528.147.036-17,1,2,AaC162
63368,396.048.527-10,1,2,AaC162
63369,346.758.012-26,1,2,AaC162
63370,270.691.548-01,1,2,AaC162
63371,260.518.493-51,1,2,AaC162
63372,247.016.983-69,1,2,AaC162
63373,017.845.629-20,1,2,AaC162
19305,918.630.725-86,5,1,AaC2829
19306,897.154.230-60,5,1,AaC2829
19307,896.730.521-40,5,1,AaC2829
19308,893.605.721-95,5,1,AaC2829
19309,820.974.536-00,5,1,AaC2829
19310,815.493.762-09,5,1,AaC2829
19311,809.341.526-24,5,1,AaC2829
19312,796.502.381-40,5,1,AaC2829
19313,791.453.280-05,5,1,AaC2829
19314,760.198.342-04,5,1,AaC2829
19315,630.849.715-01,5,1,AaC2829
19316,621.985.037-86,5,1,AaC2829
19317,617.593.042-80,5,1,AaC2829
19318,610.938.452-60,5,1,AaC2829
19319,598.406.312-33,5,1,AaC2829
19320,564.109.378-57,5,1,AaC2829
19321,495.017.823-79,5,1,AaC2829
19322,451.609.827-01,5,1,AaC2829
19323,385.714.690-75,5,1,AaC2829
19324,159.760.234-52,5,1,AaC2829
19325,126.390.758-02,5,1,AaC2829
19326,052.946.371-70,5,1,AaC2829
19327,042.986.153-24,5,1,AaC2829
19328,954.703.186-48,5,2,AaC2829
19329,817.936.024-50,5,2,AaC2829
19330,762.135.094-61,5,2,AaC2829
19331,72.386.450-92,5,2,AaC2829
19332,598.371.026-59,5,2,AaC2829
19333,528.364.970-92,5,2,AaC2829
19334,403.217.985-97,5,2,AaC2829
19335,360.985.421-98,5,2,AaC2829
19336,207.985.413-50,5,2,AaC2829
19337,203.496.781-03,5,2,AaC2829
19338,198.465.327-09,5,2,AaC2829
19339,158.749.320-97,5,2,AaC2829
19340,841.923.067-78,4,1,AaC2829
19341,726.801.935-12,4,1,AaC2829
19342,697.180.342-69,4,1,AaC2829
19343,573.429.601-52,4,1,AaC2829
19344,531.048.697-66,4,1,AaC2829
19345,297.140.658-01,4,1,AaC2829
19346,210.839.574-14,4,1,AaC2829
19347,045.618.792-85,4,1,AaC2829
19348,831.927.546-64,4,2,AaC2829
19349,751.032.986-86,4,2,AaC2829
19350,643.071.852-26,4,2,AaC2829
19351,587.409.362-10,4,2,AaC2829
19352,492.601.587-02,4,2,AaC2829
19353,293.417.680-04,4,2,AaC2829
19354,935.826.147-19,3,1,AaC2829
19355,917.324.856-82,3,1,AaC2829
19356,872.013.469-03,3,1,AaC2829
19357,826.793.501-03,3,1,AaC2829
19358,764.310.259-70,3,1,AaC2829
19359,753.840.219-50,3,1,AaC2829
19360,736.980.521-21,3,1,AaC2829
19361,691.725.034-16,3,1,AaC2829
19362,630.142.958-33,3,1,AaC2829
19363,580.317.462-90,3,1,AaC2829
19364,542.309.167-52,3,1,AaC2829
19365,538.926.071-68,3,1,AaC2829
19366,473.629.158-37,3,1,AaC2829
19367,436.051.897-84,3,1,AaC2829
19368,276.518.309-03,3,1,AaC2829
19369,258.174.036-17,3,1,AaC2829
19370,182.645.079-30,3,1,AaC2829
19371,138.072.695-68,3,1,AaC2829
19372,019.675.248-58,3,1,AaC2829
19373,940.261.537-70,3,2,AaC2829
19374,918.562.370-95,3,2,AaC2829
19375,834.761.059-20,3,2,AaC2829
19376,815.423.096-89,3,2,AaC2829
19377,735.480.126-71,3,2,AaC2829
19378,680.293.471-03,3,2,AaC2829
19379,546.301.879-01,3,2,AaC2829
19380,518.907.236-30,3,2,AaC2829
19381,478.926.513-73,3,2,AaC2829
19382,472.103.685-07,3,2,AaC2829
19383,365.891.720-21,3,2,AaC2829
19384,217.065.893-95,3,2,AaC2829
19385,109.358.264-24,3,2,AaC2829
19386,946.572.380-00,2,1,AaC2829
19387,791.035.862-86,2,1,AaC2829
19388,695.127.034-16,2,1,AaC2829
19389,658.730.214-90,2,1,AaC2829
19390,582.917.340-97,2,1,AaC2829
19391,571.890.324-79,2,1,AaC2829
19392,549.072.318-14,2,1,AaC2829
19393,486.932.751-19,2,1,AaC2829
19394,479.516.830-00,2,1,AaC2829
19395,452.037.891-50,2,1,AaC2829
19396,438.059.176-00,2,1,AaC2829
19397,429.763.508-92,2,1,AaC2829
19398,364.805.971-84,2,1,AaC2829
19399,273.409.518-14,2,1,AaC2829
19400,920.164.738-78,2,2,AaC2829
19401,725.369.401-52,2,2,AaC2829
19402,704.918.362-87,2,2,AaC2829
19403,672.305.189-03,2,2,AaC2829
19404,564.970.813-48,2,2,AaC2829
19405,246.719.538-46,2,2,AaC2829
19406,180.967.532-40,2,2,AaC2829
19407,139.285.670-12,2,2,AaC2829
19408,071.683.542-80,2,2,AaC2829
19409,057.162.493-61,2,2,AaC2829
19410,042.863.917-87,2,2,AaC2829
19411,705.289.346-00,1,1,AaC2829
19412,632.150.489-06,1,1,AaC2829
19413,574.698.210-58,1,1,AaC2829
19414,516.327.049-43,1,1,AaC2829
19415,470.268.351-90,1,1,AaC2829
19416,413.879.265-19,1,1,AaC2829
19417,375.246.189-64,1,1,AaC2829
19418,306.784.259-65,1,1,AaC2829
19419,231.568.947-37,1,1,AaC2829
19420,950.631.827-12,1,2,AaC2829
19421,935.741.260-34,1,2,AaC2829
19422,927.086.435-92,1,2,AaC2829
19423,609.537.824-92,1,2,AaC2829
19424,562.710.489-94,1,2,AaC2829
19425,528.147.036-17,1,2,AaC2829
19426,396.048.527-10,1,2,AaC2829
19427,346.758.012-26,1,2,AaC2829
19428,270.691.548-01,1,2,AaC2829
19429,260.518.493-51,1,2,AaC2829
19430,247.016.983-69,1,2,AaC2829
19431,017.845.629-20,1,2,AaC2829
128,918.630.725-86,5,1,Aacc251
129,897.154.230-60,5,1,Aacc251
130,896.730.521-40,5,1,Aacc251
131,893.605.721-95,5,1,Aacc251
132,820.974.536-00,5,1,Aacc251
133,815.493.762-09,5,1,Aacc251
134,809.341.526-24,5,1,Aacc251
135,796.502.381-40,5,1,Aacc251
136,791.453.280-05,5,1,Aacc251
137,760.198.342-04,5,1,Aacc251
138,630.849.715-01,5,1,Aacc251
139,621.985.037-86,5,1,Aacc251
140,617.593.042-80,5,1,Aacc251
141,610.938.452-60,5,1,Aacc251
142,598.406.312-33,5,1,Aacc251
143,564.109.378-57,5,1,Aacc251
144,495.017.823-79,5,1,Aacc251
145,451.609.827-01,5,1,Aacc251
146,385.714.690-75,5,1,Aacc251
147,159.760.234-52,5,1,Aacc251
148,126.390.758-02,5,1,Aacc251
149,052.946.371-70,5,1,Aacc251
150,042.986.153-24,5,1,Aacc251
151,954.703.186-48,5,2,Aacc251
152,817.936.024-50,5,2,Aacc251
153,762.135.094-61,5,2,Aacc251
154,72.386.450-92,5,2,Aacc251
155,598.371.026-59,5,2,Aacc251
156,528.364.970-92,5,2,Aacc251
157,403.217.985-97,5,2,Aacc251
158,360.985.421-98,5,2,Aacc251
159,207.985.413-50,5,2,Aacc251
160,203.496.781-03,5,2,Aacc251
161,198.465.327-09,5,2,Aacc251
162,158.749.320-97,5,2,Aacc251
163,841.923.067-78,4,1,Aacc251
164,726.801.935-12,4,1,Aacc251
165,697.180.342-69,4,1,Aacc251
166,573.429.601-52,4,1,Aacc251
167,531.048.697-66,4,1,Aacc251
168,297.140.658-01,4,1,Aacc251
169,210.839.574-14,4,1,Aacc251
170,045.618.792-85,4,1,Aacc251
171,831.927.546-64,4,2,Aacc251
172,751.032.986-86,4,2,Aacc251
173,643.071.852-26,4,2,Aacc251
174,587.409.362-10,4,2,Aacc251
175,492.601.587-02,4,2,Aacc251
176,293.417.680-04,4,2,Aacc251
177,935.826.147-19,3,1,Aacc251
178,917.324.856-82,3,1,Aacc251
179,872.013.469-03,3,1,Aacc251
180,826.793.501-03,3,1,Aacc251
181,764.310.259-70,3,1,Aacc251
182,753.840.219-50,3,1,Aacc251
183,736.980.521-21,3,1,Aacc251
184,691.725.034-16,3,1,Aacc251
185,630.142.958-33,3,1,Aacc251
186,580.317.462-90,3,1,Aacc251
187,542.309.167-52,3,1,Aacc251
188,538.926.071-68,3,1,Aacc251
189,473.629.158-37,3,1,Aacc251
190,436.051.897-84,3,1,Aacc251
191,276.518.309-03,3,1,Aacc251
192,258.174.036-17,3,1,Aacc251
193,182.645.079-30,3,1,Aacc251
194,138.072.695-68,3,1,Aacc251
195,019.675.248-58,3,1,Aacc251
196,940.261.537-70,3,2,Aacc251
197,918.562.370-95,3,2,Aacc251
198,834.761.059-20,3,2,Aacc251
199,815.423.096-89,3,2,Aacc251
200,735.480.126-71,3,2,Aacc251
201,680.293.471-03,3,2,Aacc251
202,546.301.879-01,3,2,Aacc251
203,518.907.236-30,3,2,Aacc251
204,478.926.513-73,3,2,Aacc251
205,472.103.685-07,3,2,Aacc251
206,365.891.720-21,3,2,Aacc251
207,217.065.893-95,3,2,Aacc251
208,109.358.264-24,3,2,Aacc251
209,946.572.380-00,2,1,Aacc251
210,791.035.862-86,2,1,Aacc251
211,695.127.034-16,2,1,Aacc251
212,658.730.214-90,2,1,Aacc251
213,582.917.340-97,2,1,Aacc251
214,571.890.324-79,2,1,Aacc251
215,549.072.318-14,2,1,Aacc251
216,486.932.751-19,2,1,Aacc251
217,479.516.830-00,2,1,Aacc251
218,452.037.891-50,2,1,Aacc251
219,438.059.176-00,2,1,Aacc251
220,429.763.508-92,2,1,Aacc251
221,364.805.971-84,2,1,Aacc251
222,273.409.518-14,2,1,Aacc251
223,920.164.738-78,2,2,Aacc251
224,725.369.401-52,2,2,Aacc251
225,704.918.362-87,2,2,Aacc251
226,672.305.189-03,2,2,Aacc251
227,564.970.813-48,2,2,Aacc251
228,246.719.538-46,2,2,Aacc251
229,180.967.532-40,2,2,Aacc251
230,139.285.670-12,2,2,Aacc251
231,071.683.542-80,2,2,Aacc251
232,057.162.493-61,2,2,Aacc251
233,042.863.917-87,2,2,Aacc251
234,705.289.346-00,1,1,Aacc251
235,632.150.489-06,1,1,Aacc251
236,574.698.210-58,1,1,Aacc251
237,516.327.049-43,1,1,Aacc251
238,470.268.351-90,1,1,Aacc251
239,413.879.265-19,1,1,Aacc251
240,375.246.189-64,1,1,Aacc251
241,306.784.259-65,1,1,Aacc251
242,231.568.947-37,1,1,Aacc251
243,950.631.827-12,1,2,Aacc251
244,935.741.260-34,1,2,Aacc251
245,927.086.435-92,1,2,Aacc251
246,609.537.824-92,1,2,Aacc251
247,562.710.489-94,1,2,Aacc251
248,528.147.036-17,1,2,Aacc251
249,396.048.527-10,1,2,Aacc251
250,346.758.012-26,1,2,Aacc251
251,270.691.548-01,1,2,Aacc251
252,260.518.493-51,1,2,Aacc251
253,247.016.983-69,1,2,Aacc251
254,017.845.629-20,1,2,Aacc251
86361,918.630.725-86,5,1,Aaee682
86362,897.154.230-60,5,1,Aaee682
86363,896.730.521-40,5,1,Aaee682
86364,893.605.721-95,5,1,Aaee682
86365,820.974.536-00,5,1,Aaee682
86366,815.493.762-09,5,1,Aaee682
86367,809.341.526-24,5,1,Aaee682
86368,796.502.381-40,5,1,Aaee682
86369,791.453.280-05,5,1,Aaee682
86370,760.198.342-04,5,1,Aaee682
86371,630.849.715-01,5,1,Aaee682
86372,621.985.037-86,5,1,Aaee682
86373,617.593.042-80,5,1,Aaee682
86374,610.938.452-60,5,1,Aaee682
86375,598.406.312-33,5,1,Aaee682
86376,564.109.378-57,5,1,Aaee682
86377,495.017.823-79,5,1,Aaee682
86378,451.609.827-01,5,1,Aaee682
86379,385.714.690-75,5,1,Aaee682
86380,159.760.234-52,5,1,Aaee682
86381,126.390.758-02,5,1,Aaee682
86382,052.946.371-70,5,1,Aaee682
